"State","date","Year","Month","jolts","bgt","diff","per_diff","Month2","time"
"Minnesota","2010-08",2010,8,51000,21671,29329,80.7172049373202,"08",2010-08-01
"Minnesota","2010-09",2010,9,52000,22947,29053,77.5294541475976,"09",2010-09-01
"Minnesota","2011-01",2011,1,53000,26698,26302,66.0041657256142,"01",2011-01-01
"Minnesota","2011-10",2011,10,68000,22007,45993,102.198717877498,"10",2011-10-01
"Minnesota","2011-11",2011,11,66000,17298,48702,116.934380177195,"11",2011-11-01
"Minnesota","2011-12",2011,12,63000,19060,43940,107.092371435535,"12",2011-12-01
"Minnesota","2011-02",2011,2,52000,24251,27749,72.7833077598982,"02",2011-02-01
"Minnesota","2011-03",2011,3,54000,24750,29250,74.2857142857143,"03",2011-03-01
"Minnesota","2011-04",2011,4,59000,19519,39481,100.564194653523,"04",2011-04-01
"Minnesota","2011-05",2011,5,64000,29781,34219,72.9764024695834,"05",2011-05-01
"Minnesota","2011-06",2011,6,64000,23287,40713,93.2853689552854,"06",2011-06-01
"Minnesota","2011-07",2011,7,64000,24592,39408,88.9651435795557,"07",2011-07-01
"Minnesota","2011-08",2011,8,65000,27962,37038,79.68417202728,"08",2011-08-01
"Minnesota","2011-09",2011,9,69000,19619,49381,111.445626784324,"09",2011-09-01
"Minnesota","2012-01",2012,1,65000,21788,43212,99.5805871779509,"01",2012-01-01
"Minnesota","2012-10",2012,10,81000,20298,60702,119.84836818101,"10",2012-10-01
"Minnesota","2012-11",2012,11,82000,17887,64113,128.371059297006,"11",2012-11-01
"Minnesota","2012-12",2012,12,80000,28958,51042,93.6911470474862,"12",2012-12-01
"Minnesota","2012-02",2012,2,64000,26226,37774,83.7319619621839,"02",2012-02-01
"Minnesota","2012-03",2012,3,69000,25574,43426,91.8349652124262,"03",2012-03-01
"Minnesota","2012-04",2012,4,67000,22779,44221,98.5107876006638,"04",2012-04-01
"Minnesota","2012-05",2012,5,67000,22312,44688,100.071658903619,"05",2012-05-01
"Minnesota","2012-06",2012,6,65000,19723,45277,106.882428620327,"06",2012-06-01
"Minnesota","2012-07",2012,7,68000,17089,50911,119.665291635817,"07",2012-07-01
"Minnesota","2012-08",2012,8,70000,15338,54662,128.10705664534,"08",2012-08-01
"Minnesota","2012-09",2012,9,76000,15629,60371,131.772692051643,"09",2012-09-01
"Minnesota","2013-01",2013,1,74000,35893,38107,69.3529160183087,"01",2013-01-01
"Minnesota","2013-10",2013,10,102000,50964,51036,66.729426531733,"10",2013-10-01
"Minnesota","2013-11",2013,11,96000,34459,61541,94.3453498800389,"11",2013-11-01
"Minnesota","2013-12",2013,12,88000,32790,55210,91.4148522228661,"12",2013-12-01
"Minnesota","2013-02",2013,2,74000,30034,43966,84.5223676874868,"02",2013-02-01
"Minnesota","2013-03",2013,3,73000,31150,41850,80.3648583773404,"03",2013-03-01
"Minnesota","2013-04",2013,4,78000,24519,53481,104.333830802095,"04",2013-04-01
"Minnesota","2013-05",2013,5,81000,29751,51249,92.5481485494488,"05",2013-05-01
"Minnesota","2013-06",2013,6,85000,38676,46324,74.9118664898606,"06",2013-06-01
"Minnesota","2013-07",2013,7,83000,42371,40629,64.814031953163,"07",2013-07-01
"Minnesota","2013-08",2013,8,89000,45425,43575,64.8316905337549,"08",2013-08-01
"Minnesota","2013-09",2013,9,94000,49717,44283,61.6252774549984,"09",2013-09-01
"Minnesota","2014-01",2014,1,82000,39386,42614,70.2123803404017,"01",2014-01-01
"Minnesota","2014-10",2014,10,106000,38790,67210,92.8379031701084,"10",2014-10-01
"Minnesota","2014-11",2014,11,103000,30184,72816,109.34646804421,"11",2014-11-01
"Minnesota","2014-12",2014,12,96000,28832,67168,107.613432453217,"12",2014-12-01
"Minnesota","2014-02",2014,2,82000,34200,47800,82.2719449225473,"02",2014-02-01
"Minnesota","2014-03",2014,3,86000,37493,48507,78.558298850947,"03",2014-03-01
"Minnesota","2014-04",2014,4,92000,34276,57724,91.4251322499921,"04",2014-04-01
"Minnesota","2014-05",2014,5,97000,36117,60883,91.4729148042699,"05",2014-05-01
"Minnesota","2014-06",2014,6,97000,28994,68006,107.951172278045,"06",2014-06-01
"Minnesota","2014-07",2014,7,96000,26458,69542,113.576899835045,"07",2014-07-01
"Minnesota","2014-08",2014,8,99000,31600,67400,103.215926493109,"08",2014-08-01
"Minnesota","2014-09",2014,9,107000,37322,69678,96.5590831612644,"09",2014-09-01
"Minnesota","2015-01",2015,1,101000,29019,71981,110.723817288243,"01",2015-01-01
"Minnesota","2015-10",2015,10,112000,40135,71865,94.4753015413941,"10",2015-10-01
"Minnesota","2015-11",2015,11,115000,36597,78403,103.436083827516,"11",2015-11-01
"Minnesota","2015-12",2015,12,112000,35790,76210,103.132823601056,"12",2015-12-01
"Minnesota","2015-02",2015,2,115000,25283,89717,127.908584789319,"02",2015-02-01
"Minnesota","2015-03",2015,3,131000,29381,101619,126.721993253565,"03",2015-03-01
"Minnesota","2015-04",2015,4,137000,30111,106889,127.925749950632,"04",2015-04-01
"Minnesota","2015-05",2015,5,132000,33889,98111,118.285118362278,"05",2015-05-01
"Minnesota","2015-06",2015,6,120000,36203,83797,107.292433564016,"06",2015-06-01
"Minnesota","2015-07",2015,7,118000,40654,77346,97.5027418155231,"07",2015-07-01
"Minnesota","2015-08",2015,8,115000,41090,73910,94.701774617208,"08",2015-08-01
"Minnesota","2015-09",2015,9,116000,37288,78712,102.6981890298,"09",2015-09-01
"Minnesota","2016-01",2016,1,109000,43413,65587,86.0648369889708,"01",2016-01-01
"Minnesota","2016-10",2016,10,122000,53219,68781,78.5086092261684,"10",2016-10-01
"Minnesota","2016-11",2016,11,115000,44409,70591,88.5658902571373,"11",2016-11-01
"Minnesota","2016-12",2016,12,113000,37725,75275,99.883894509869,"12",2016-12-01
"Minnesota","2016-02",2016,2,107000,42425,64575,86.4313200602309,"02",2016-02-01
"Minnesota","2016-03",2016,3,109000,55280,53720,65.4005356708059,"03",2016-03-01
"Minnesota","2016-04",2016,4,120000,44239,75761,92.2570156905485,"04",2016-04-01
"Minnesota","2016-05",2016,5,120000,42540,77460,95.3119232189,"05",2016-05-01
"Minnesota","2016-06",2016,6,122000,44553,77447,92.999825881251,"06",2016-06-01
"Minnesota","2016-07",2016,7,121000,45838,75162,90.1017753749146,"07",2016-07-01
"Minnesota","2016-08",2016,8,128000,45589,82411,94.9495647765699,"08",2016-08-01
"Minnesota","2016-09",2016,9,132000,54321,77679,83.3819054212891,"09",2016-09-01
"Minnesota","2017-01",2017,1,109000,42555,66445,87.684339018838,"01",2017-01-01
"Minnesota","2017-10",2017,10,156000,34665,121335,127.275588073322,"10",2017-10-01
"Minnesota","2017-11",2017,11,158000,31845,126155,132.90315783929,"11",2017-11-01
"Minnesota","2017-12",2017,12,156000,26248,129752,142.390588648435,"12",2017-12-01
"Minnesota","2017-02",2017,2,110000,44745,65255,84.3387508481696,"02",2017-02-01
"Minnesota","2017-03",2017,3,114000,48321,65679,80.9248341249746,"03",2017-03-01
"Minnesota","2017-04",2017,4,132000,45718,86282,97.0998998413216,"04",2017-04-01
"Minnesota","2017-05",2017,5,135000,46046,88954,98.2667388398528,"05",2017-05-01
"Minnesota","2017-06",2017,6,137000,47639,89361,96.7953682591435,"06",2017-06-01
"Minnesota","2017-07",2017,7,133000,44869,88131,99.0965260950475,"07",2017-07-01
"Minnesota","2017-08",2017,8,139000,39683,99317,111.165583743277,"08",2017-08-01
"Minnesota","2017-09",2017,9,149000,34618,114382,124.586914136958,"09",2017-09-01
"Minnesota","2018-01",2018,1,150000,34420,115580,125.344322741568,"01",2018-01-01
"Minnesota","2018-10",2018,10,171000,61980,109020,93.5874323976307,"10",2018-10-01
"Minnesota","2018-11",2018,11,170000,57155,112845,99.3550659241487,"11",2018-11-01
"Minnesota","2018-12",2018,12,166000,49266,116734,108.455585182983,"12",2018-12-01
"Minnesota","2018-02",2018,2,151000,36980,114020,121.310777742313,"02",2018-02-01
"Minnesota","2018-03",2018,3,154000,43046,110954,112.617358383322,"03",2018-03-01
"Minnesota","2018-04",2018,4,163000,69546,93454,80.374635555976,"04",2018-04-01
"Minnesota","2018-05",2018,5,171000,73969,97031,79.2190032208157,"05",2018-05-01
"Minnesota","2018-06",2018,6,169000,49189,119811,109.823134988473,"06",2018-06-01
"Minnesota","2018-07",2018,7,168000,59405,108595,95.5080143356566,"07",2018-07-01
"Minnesota","2018-08",2018,8,167000,53520,113480,102.920370034464,"08",2018-08-01
"Minnesota","2018-09",2018,9,168000,53011,114989,104.057264118076,"09",2018-09-01
"Minnesota","2019-01",2019,1,152000,48140,103860,103.787348855801,"01",2019-01-01
"Minnesota","2019-10",2019,10,134000,63316,70684,71.6454823734517,"10",2019-10-01
"Minnesota","2019-11",2019,11,129000,60892,68108,71.7334063572978,"11",2019-11-01
"Minnesota","2019-12",2019,12,121000,60158,60842,67.1700946135418,"12",2019-12-01
"Minnesota","2019-02",2019,2,145000,44378,100622,106.265775327652,"02",2019-02-01
"Minnesota","2019-03",2019,3,141000,64134,76866,74.9422328819211,"03",2019-03-01
"Minnesota","2019-04",2019,4,149000,52582,96418,95.6613189669713,"04",2019-04-01
"Minnesota","2019-05",2019,5,157000,63998,93002,84.1654675607924,"05",2019-05-01
"Minnesota","2019-06",2019,6,158000,49216,108784,104.995753223689,"06",2019-06-01
"Minnesota","2019-07",2019,7,151000,38775,112225,118.27163746542,"07",2019-07-01
"Minnesota","2019-08",2019,8,142000,53212,88788,90.9657193205336,"08",2019-08-01
"Minnesota","2019-09",2019,9,137000,80904,56096,51.4868933108158,"09",2019-09-01
"Mississippi","2010-01",2010,1,19000,1572,17428,169.434182383823,"01",2010-01-01
"Mississippi","2010-10",2010,10,25000,5546,19454,127.37510639691,"10",2010-10-01
"Mississippi","2010-11",2010,11,22000,5000,17000,125.925925925926,"11",2010-11-01
"Mississippi","2010-12",2010,12,20000,6041,13959,107.207864521332,"12",2010-12-01
"Mississippi","2010-02",2010,2,21000,3673,17327,140.45312689985,"02",2010-02-01
"Mississippi","2010-03",2010,3,22000,4895,17105,127.19836400818,"03",2010-03-01
"Mississippi","2010-04",2010,4,23000,3871,19129,142.376539764058,"04",2010-04-01
"Mississippi","2010-05",2010,5,23000,5964,17036,117.635685678774,"05",2010-05-01
"Mississippi","2010-06",2010,6,24000,5693,18307,123.308523894521,"06",2010-06-01
"Mississippi","2010-07",2010,7,24000,6333,17667,116.486994362575,"07",2010-07-01
"Mississippi","2010-08",2010,8,24000,5875,18125,121.338912133891,"08",2010-08-01
"Mississippi","2010-09",2010,9,25000,6505,18495,117.409934930963,"09",2010-09-01
"Mississippi","2011-01",2011,1,20000,4623,15377,124.899484222069,"01",2011-01-01
"Mississippi","2011-10",2011,10,34000,5543,28457,143.929393318666,"10",2011-10-01
"Mississippi","2011-11",2011,11,33000,6231,26769,136.468609008182,"11",2011-11-01
"Mississippi","2011-12",2011,12,31000,5373,25627,140.912215104611,"12",2011-12-01
"Mississippi","2011-02",2011,2,21000,5256,15744,119.926873857404,"02",2011-02-01
"Mississippi","2011-03",2011,3,23000,6818,16182,108.538466697968,"03",2011-03-01
"Mississippi","2011-04",2011,4,24000,5686,18314,123.384760493162,"04",2011-04-01
"Mississippi","2011-05",2011,5,25000,6736,18264,115.099571464583,"05",2011-05-01
"Mississippi","2011-06",2011,6,26000,6163,19837,123.352921058359,"06",2011-06-01
"Mississippi","2011-07",2011,7,28000,6844,21156,121.432671335094,"07",2011-07-01
"Mississippi","2011-08",2011,8,29000,5791,23209,133.41956253054,"08",2011-08-01
"Mississippi","2011-09",2011,9,33000,5350,27650,144.198174706649,"09",2011-09-01
"Mississippi","2012-01",2012,1,31000,5446,25554,140.229380453273,"01",2012-01-01
"Mississippi","2012-10",2012,10,36000,4860,31140,152.422907488987,"10",2012-10-01
"Mississippi","2012-11",2012,11,34000,4427,29573,153.917818200744,"11",2012-11-01
"Mississippi","2012-12",2012,12,32000,5098,26902,145.032077200927,"12",2012-12-01
"Mississippi","2012-02",2012,2,32000,7951,24049,120.392480788966,"02",2012-02-01
"Mississippi","2012-03",2012,3,33000,6518,26482,134.025001265246,"03",2012-03-01
"Mississippi","2012-04",2012,4,33000,5826,27174,139.978365013136,"04",2012-04-01
"Mississippi","2012-05",2012,5,33000,6547,26453,133.780059170101,"05",2012-05-01
"Mississippi","2012-06",2012,6,33000,4713,28287,150.011932224962,"06",2012-06-01
"Mississippi","2012-07",2012,7,34000,4881,29119,149.785242149122,"07",2012-07-01
"Mississippi","2012-08",2012,8,35000,4234,30766,156.83335882143,"08",2012-08-01
"Mississippi","2012-09",2012,9,36000,4564,31436,154.994576471748,"09",2012-09-01
"Mississippi","2013-01",2013,1,28000,8316,19684,108.40400925212,"01",2013-01-01
"Mississippi","2013-10",2013,10,33000,9586,23414,109.961020053539,"10",2013-10-01
"Mississippi","2013-11",2013,11,28000,8362,19638,108.013860623728,"11",2013-11-01
"Mississippi","2013-12",2013,12,27000,7060,19940,117.087492660012,"12",2013-12-01
"Mississippi","2013-02",2013,2,28000,6416,21584,125.430032543003,"02",2013-02-01
"Mississippi","2013-03",2013,3,27000,7256,19744,115.273236805231,"03",2013-03-01
"Mississippi","2013-04",2013,4,30000,5319,24681,139.760468869447,"04",2013-04-01
"Mississippi","2013-05",2013,5,31000,6082,24918,134.394045628607,"05",2013-05-01
"Mississippi","2013-06",2013,6,32000,10783,21217,99.1842554285581,"06",2013-06-01
"Mississippi","2013-07",2013,7,32000,10095,21905,104.074118066279,"07",2013-07-01
"Mississippi","2013-08",2013,8,34000,11243,22757,100.598987688703,"08",2013-08-01
"Mississippi","2013-09",2013,9,35000,9086,25914,117.561130517625,"09",2013-09-01
"Mississippi","2014-01",2014,1,26000,11138,14862,80.0366201734073,"01",2014-01-01
"Mississippi","2014-10",2014,10,39000,11152,27848,111.054394640293,"10",2014-10-01
"Mississippi","2014-11",2014,11,34000,7529,26471,127.48200052975,"11",2014-11-01
"Mississippi","2014-12",2014,12,33000,8018,24982,121.809937100785,"12",2014-12-01
"Mississippi","2014-02",2014,2,28000,9881,18119,95.6627332963755,"02",2014-02-01
"Mississippi","2014-03",2014,3,29000,10942,18058,90.4211106103851,"03",2014-03-01
"Mississippi","2014-04",2014,4,29000,10233,18767,95.6694619325568,"04",2014-04-01
"Mississippi","2014-05",2014,5,30000,10636,19364,95.3046559700758,"05",2014-05-01
"Mississippi","2014-06",2014,6,32000,10616,21384,100.35667354984,"06",2014-06-01
"Mississippi","2014-07",2014,7,34000,8231,25769,122.038313087542,"07",2014-07-01
"Mississippi","2014-08",2014,8,39000,9200,29800,123.651452282158,"08",2014-08-01
"Mississippi","2014-09",2014,9,39000,11934,27066,106.278713629403,"09",2014-09-01
"Mississippi","2015-01",2015,1,33000,8753,24247,116.144947668431,"01",2015-01-01
"Mississippi","2015-10",2015,10,45000,13707,31293,106.607389238081,"10",2015-10-01
"Mississippi","2015-11",2015,11,42000,9449,32551,126.536958930203,"11",2015-11-01
"Mississippi","2015-12",2015,12,41000,9872,31128,122.377732347853,"12",2015-12-01
"Mississippi","2015-02",2015,2,35000,7132,27868,132.288996487231,"02",2015-02-01
"Mississippi","2015-03",2015,3,36000,9455,26545,116.79683203168,"03",2015-03-01
"Mississippi","2015-04",2015,4,40000,10648,29352,115.905860053704,"04",2015-04-01
"Mississippi","2015-05",2015,5,43000,11299,31701,116.76458129984,"05",2015-05-01
"Mississippi","2015-06",2015,6,43000,11390,31610,116.234601948888,"06",2015-06-01
"Mississippi","2015-07",2015,7,44000,11908,32092,114.802890462903,"07",2015-07-01
"Mississippi","2015-08",2015,8,44000,11318,32682,118.160454101739,"08",2015-08-01
"Mississippi","2015-09",2015,9,45000,10062,34938,126.9042170644,"09",2015-09-01
"Mississippi","2016-01",2016,1,42000,12692,29308,107.174723908433,"01",2016-01-01
"Mississippi","2016-10",2016,10,41000,13459,27541,101.143979874768,"10",2016-10-01
"Mississippi","2016-11",2016,11,38000,10953,27047,110.501909995302,"11",2016-11-01
"Mississippi","2016-12",2016,12,38000,10103,27897,115.988607779141,"12",2016-12-01
"Mississippi","2016-02",2016,2,44000,11184,32816,118.933024064946,"02",2016-02-01
"Mississippi","2016-03",2016,3,45000,14172,30828,104.197931454066,"03",2016-03-01
"Mississippi","2016-04",2016,4,44000,13415,30585,106.540102760603,"04",2016-04-01
"Mississippi","2016-05",2016,5,43000,11758,31242,114.109353884364,"05",2016-05-01
"Mississippi","2016-06",2016,6,42000,11128,30872,116.217437132962,"06",2016-06-01
"Mississippi","2016-07",2016,7,41000,12481,28519,106.650960154073,"07",2016-07-01
"Mississippi","2016-08",2016,8,42000,12331,29669,109.215733190996,"08",2016-08-01
"Mississippi","2016-09",2016,9,43000,13888,29112,102.348474194909,"09",2016-09-01
"Mississippi","2017-01",2017,1,37000,11351,25649,106.095013546773,"01",2017-01-01
"Mississippi","2017-10",2017,10,44000,9690,34310,127.807785434904,"10",2017-10-01
"Mississippi","2017-11",2017,11,41000,8229,32771,133.136972109935,"11",2017-11-01
"Mississippi","2017-12",2017,12,40000,7991,32009,133.395845054281,"12",2017-12-01
"Mississippi","2017-02",2017,2,40000,11814,28186,108.796850272127,"02",2017-02-01
"Mississippi","2017-03",2017,3,40000,15376,24624,88.9338341519792,"03",2017-03-01
"Mississippi","2017-04",2017,4,45000,10222,34778,125.957046104813,"04",2017-04-01
"Mississippi","2017-05",2017,5,45000,10324,34676,125.356084158774,"05",2017-05-01
"Mississippi","2017-06",2017,6,44000,10480,33520,123.054331864905,"06",2017-06-01
"Mississippi","2017-07",2017,7,43000,13116,29884,106.507947822368,"07",2017-07-01
"Mississippi","2017-08",2017,8,46000,10477,35523,125.796341873683,"08",2017-08-01
"Mississippi","2017-09",2017,9,47000,8933,38067,136.116425008492,"09",2017-09-01
"Mississippi","2018-01",2018,1,42000,10961,31039,117.214554105851,"01",2018-01-01
"Mississippi","2018-10",2018,10,59000,10015,48985,141.95464754039,"10",2018-10-01
"Mississippi","2018-11",2018,11,56000,8650,47350,146.481051817479,"11",2018-11-01
"Mississippi","2018-12",2018,12,56000,9277,46723,143.153024801998,"12",2018-12-01
"Mississippi","2018-02",2018,2,44000,11262,32738,118.482863450472,"02",2018-02-01
"Mississippi","2018-03",2018,3,46000,12572,33428,114.14327665096,"03",2018-03-01
"Mississippi","2018-04",2018,4,48000,26976,21024,56.0819462227913,"04",2018-04-01
"Mississippi","2018-05",2018,5,49000,19631,29369,85.5852311637598,"05",2018-05-01
"Mississippi","2018-06",2018,6,49000,10911,38089,127.15194204737,"06",2018-06-01
"Mississippi","2018-07",2018,7,50000,10435,39565,130.934061388268,"07",2018-07-01
"Mississippi","2018-08",2018,8,55000,9775,45225,139.63720571208,"08",2018-08-01
"Mississippi","2018-09",2018,9,57000,8502,48498,148.080974626729,"09",2018-09-01
"Mississippi","2019-01",2019,1,53000,9432,43568,139.569451563301,"01",2019-01-01
"Mississippi","2019-10",2019,10,58000,13967,44033,122.369975127489,"10",2019-10-01
"Mississippi","2019-11",2019,11,54000,14744,39256,114.209240079134,"11",2019-11-01
"Mississippi","2019-12",2019,12,49000,12457,36543,118.922173226809,"12",2019-12-01
"Mississippi","2019-02",2019,2,53000,8900,44100,142.48788368336,"02",2019-02-01
"Mississippi","2019-03",2019,3,52000,11691,40309,126.576753387449,"03",2019-03-01
"Mississippi","2019-04",2019,4,53000,11019,41981,131.151689342227,"04",2019-04-01
"Mississippi","2019-05",2019,5,53000,13435,39565,119.108903439452,"05",2019-05-01
"Mississippi","2019-06",2019,6,54000,10020,43980,137.394564198688,"06",2019-06-01
"Mississippi","2019-07",2019,7,52000,8428,43572,144.211292778182,"07",2019-07-01
"Mississippi","2019-08",2019,8,55000,13143,41857,122.850476204452,"08",2019-08-01
"Mississippi","2019-09",2019,9,56000,28675,27325,64.5408916445232,"09",2019-09-01
"Missouri","2010-01",2010,1,42000,5258,36742,155.495365863981,"01",2010-01-01
"Missouri","2010-10",2010,10,53000,20782,32218,87.3329538369792,"10",2010-10-01
"Missouri","2010-11",2010,11,53000,19237,33763,93.4784113404488,"11",2010-11-01
"Missouri","2010-12",2010,12,52000,22818,29182,78.0079659974872,"12",2010-12-01
"Missouri","2010-02",2010,2,45000,12168,32832,114.861460957179,"02",2010-02-01
"Missouri","2010-03",2010,3,51000,12671,38329,120.397041039092,"03",2010-03-01
"Missouri","2010-04",2010,4,56000,16562,39438,108.701524213776,"04",2010-04-01
"Missouri","2010-05",2010,5,56000,19237,36763,97.7258529712774,"05",2010-05-01
"Missouri","2010-06",2010,6,59000,15626,43374,116.243668426554,"06",2010-06-01
"Missouri","2010-07",2010,7,56000,20724,35276,91.9555810437412,"07",2010-07-01
"Missouri","2010-08",2010,8,56000,20666,35334,92.1764537082931,"08",2010-08-01
"Missouri","2010-09",2010,9,52000,19878,32122,89.3792259105707,"09",2010-09-01
"Missouri","2011-01",2011,1,53000,19985,33015,90.4706446530109,"01",2011-01-01
"Missouri","2011-10",2011,10,71000,35805,35195,65.905154253078,"10",2011-10-01
"Missouri","2011-11",2011,11,66000,26698,39302,84.7957884744008,"11",2011-11-01
"Missouri","2011-12",2011,12,60000,44126,15874,30.4899832894762,"12",2011-12-01
"Missouri","2011-02",2011,2,60000,16927,43073,111.984088811471,"02",2011-02-01
"Missouri","2011-03",2011,3,70000,26207,43793,91.0391135780141,"03",2011-03-01
"Missouri","2011-04",2011,4,75000,16839,58161,126.658609087643,"04",2011-04-01
"Missouri","2011-05",2011,5,72000,24128,47872,99.6005326231691,"05",2011-05-01
"Missouri","2011-06",2011,6,70000,28854,41146,83.245999150262,"06",2011-06-01
"Missouri","2011-07",2011,7,74000,30663,43337,82.8124552133992,"07",2011-07-01
"Missouri","2011-08",2011,8,76000,25630,50370,99.1242743284463,"08",2011-08-01
"Missouri","2011-09",2011,9,76000,30656,45344,85.028502850285,"09",2011-09-01
"Missouri","2012-01",2012,1,58000,27375,30625,71.7423133235725,"01",2012-01-01
"Missouri","2012-10",2012,10,74000,21054,52946,111.401939949923,"10",2012-10-01
"Missouri","2012-11",2012,11,73000,20944,52056,110.82346930086,"11",2012-11-01
"Missouri","2012-12",2012,12,73000,21900,51100,107.692307692308,"12",2012-12-01
"Missouri","2012-02",2012,2,62000,29509,32491,71.0115944879739,"02",2012-02-01
"Missouri","2012-03",2012,3,73000,38269,34731,62.4270911035419,"03",2012-03-01
"Missouri","2012-04",2012,4,74000,28867,45133,87.7502017167799,"04",2012-04-01
"Missouri","2012-05",2012,5,75000,22834,52166,106.641862747102,"05",2012-05-01
"Missouri","2012-06",2012,6,73000,19814,53186,114.607710043743,"06",2012-06-01
"Missouri","2012-07",2012,7,77000,19513,57487,119.127993120098,"07",2012-07-01
"Missouri","2012-08",2012,8,77000,24112,52888,104.61270670148,"08",2012-08-01
"Missouri","2012-09",2012,9,75000,18862,56138,119.6181628348,"09",2012-09-01
"Missouri","2013-01",2013,1,69000,30421,38579,77.607346536446,"01",2013-01-01
"Missouri","2013-10",2013,10,92000,28696,63304,104.898256777358,"10",2013-10-01
"Missouri","2013-11",2013,11,88000,23670,64330,115.214471209815,"11",2013-11-01
"Missouri","2013-12",2013,12,79000,23061,55939,109.618757409784,"12",2013-12-01
"Missouri","2013-02",2013,2,74000,22065,51935,108.12470722948,"02",2013-02-01
"Missouri","2013-03",2013,3,74000,23832,50168,102.559489737509,"03",2013-03-01
"Missouri","2013-04",2013,4,80000,18142,61858,126.058160624401,"04",2013-04-01
"Missouri","2013-05",2013,5,77000,19793,57207,118.204828861591,"05",2013-05-01
"Missouri","2013-06",2013,6,81000,30809,50191,89.7798924952374,"06",2013-06-01
"Missouri","2013-07",2013,7,79000,37684,41316,70.8169072023585,"07",2013-07-01
"Missouri","2013-08",2013,8,85000,37004,47996,78.6793875610636,"08",2013-08-01
"Missouri","2013-09",2013,9,87000,27507,59493,103.911551258875,"09",2013-09-01
"Missouri","2014-01",2014,1,74000,32213,41787,78.6852833457298,"01",2014-01-01
"Missouri","2014-10",2014,10,1e+05,28922,71078,110.265121546361,"10",2014-10-01
"Missouri","2014-11",2014,11,84000,20225,63775,122.379467498201,"11",2014-11-01
"Missouri","2014-12",2014,12,81000,20690,60310,118.615399744321,"12",2014-12-01
"Missouri","2014-02",2014,2,71000,25766,45234,93.4915156149887,"02",2014-02-01
"Missouri","2014-03",2014,3,82000,33460,48540,84.081067036203,"03",2014-03-01
"Missouri","2014-04",2014,4,87000,34333,52667,86.8139747636669,"04",2014-04-01
"Missouri","2014-05",2014,5,93000,34543,58457,91.6663399794579,"05",2014-05-01
"Missouri","2014-06",2014,6,89000,29040,59960,101.592680447306,"06",2014-06-01
"Missouri","2014-07",2014,7,89000,25496,63504,110.927892677473,"07",2014-07-01
"Missouri","2014-08",2014,8,99000,27304,71696,113.529262731188,"08",2014-08-01
"Missouri","2014-09",2014,9,1e+05,28986,71014,110.111174856186,"09",2014-09-01
"Missouri","2015-01",2015,1,88000,21124,66876,122.568820791027,"01",2015-01-01
"Missouri","2015-10",2015,10,112000,28438,83562,119.001979521212,"10",2015-10-01
"Missouri","2015-11",2015,11,108000,23830,84170,127.694758400971,"11",2015-11-01
"Missouri","2015-12",2015,12,104000,24278,79722,124.295670340978,"12",2015-12-01
"Missouri","2015-02",2015,2,98000,18060,79940,137.756332931242,"02",2015-02-01
"Missouri","2015-03",2015,3,107000,22249,84751,131.143761267012,"03",2015-03-01
"Missouri","2015-04",2015,4,109000,24319,84681,127.0351562793,"04",2015-04-01
"Missouri","2015-05",2015,5,111000,29792,81208,115.358827206091,"05",2015-05-01
"Missouri","2015-06",2015,6,113000,27895,85105,120.806274175805,"06",2015-06-01
"Missouri","2015-07",2015,7,115000,31100,83900,114.852840520192,"07",2015-07-01
"Missouri","2015-08",2015,8,119000,29805,89195,119.881724404422,"08",2015-08-01
"Missouri","2015-09",2015,9,119000,25473,93527,129.473327196085,"09",2015-09-01
"Missouri","2016-01",2016,1,108000,31066,76934,110.643866940877,"01",2016-01-01
"Missouri","2016-10",2016,10,113000,37326,75674,100.679855780105,"10",2016-10-01
"Missouri","2016-11",2016,11,111000,31923,79077,110.656787221091,"11",2016-11-01
"Missouri","2016-12",2016,12,107000,28779,78221,115.218111784591,"12",2016-12-01
"Missouri","2016-02",2016,2,115000,27348,87652,123.151712704077,"02",2016-02-01
"Missouri","2016-03",2016,3,125000,33906,91094,114.651429146791,"03",2016-03-01
"Missouri","2016-04",2016,4,121000,31851,89149,116.648239134844,"04",2016-04-01
"Missouri","2016-05",2016,5,110000,29766,80234,114.811899889816,"05",2016-05-01
"Missouri","2016-06",2016,6,101000,27581,73419,114.198831864739,"06",2016-06-01
"Missouri","2016-07",2016,7,105000,31381,73619,107.960786326541,"07",2016-07-01
"Missouri","2016-08",2016,8,114000,29571,84429,117.612888396682,"08",2016-08-01
"Missouri","2016-09",2016,9,116000,39676,76324,98.0549346077751,"09",2016-09-01
"Missouri","2017-01",2017,1,107000,32133,74867,107.619328268635,"01",2017-01-01
"Missouri","2017-10",2017,10,138000,28015,109985,132.500075294401,"10",2017-10-01
"Missouri","2017-11",2017,11,133000,25642,107358,135.346251307976,"11",2017-11-01
"Missouri","2017-12",2017,12,127000,21134,105866,142.932750077632,"12",2017-12-01
"Missouri","2017-02",2017,2,110000,38193,71807,96.910110464057,"02",2017-02-01
"Missouri","2017-03",2017,3,115000,37902,77098,100.846293704464,"03",2017-03-01
"Missouri","2017-04",2017,4,123000,34618,88382,112.147089799388,"04",2017-04-01
"Missouri","2017-05",2017,5,120000,32178,87822,115.420100145882,"05",2017-05-01
"Missouri","2017-06",2017,6,122000,37441,84559,106.069329720712,"06",2017-06-01
"Missouri","2017-07",2017,7,123000,32550,90450,116.297010607522,"07",2017-07-01
