"State","date","Year","Month","jolts","bgt","diff","per_diff","Month2","time"
"Alabama","2010-01",2010,1,38000,4688,33312,156.071964017991,"01",2010-01-01
"Alabama","2010-10",2010,10,46000,16997,29003,92.0774005111355,"10",2010-10-01
"Alabama","2010-11",2010,11,44000,12425,31575,111.918475852902,"11",2010-11-01
"Alabama","2010-12",2010,12,43000,14182,28818,100.793956140044,"12",2010-12-01
"Alabama","2010-02",2010,2,38000,7088,30912,137.118523775727,"02",2010-02-01
"Alabama","2010-03",2010,3,40000,12015,27985,107.60357589157,"03",2010-03-01
"Alabama","2010-04",2010,4,42000,11427,30573,114.447751137066,"04",2010-04-01
"Alabama","2010-05",2010,5,46000,14940,31060,101.936330817197,"05",2010-05-01
"Alabama","2010-06",2010,6,46000,12834,33166,112.744331508991,"06",2010-06-01
"Alabama","2010-07",2010,7,45000,14710,30290,101.457042371462,"07",2010-07-01
"Alabama","2010-08",2010,8,44000,17136,26864,87.882753205967,"08",2010-08-01
"Alabama","2010-09",2010,9,46000,14701,31299,103.125154445561,"09",2010-09-01
"Alabama","2011-01",2011,1,43000,11424,31576,116.037042481258,"01",2011-01-01
"Alabama","2011-10",2011,10,59000,15244,43756,117.870804374764,"10",2011-10-01
"Alabama","2011-11",2011,11,57000,12173,44827,129.6083732092,"11",2011-11-01
"Alabama","2011-12",2011,12,55000,9258,45742,142.369821656447,"12",2011-12-01
"Alabama","2011-02",2011,2,46000,13079,32921,111.447384011239,"02",2011-02-01
"Alabama","2011-03",2011,3,46000,21774,24226,71.4905420957889,"03",2011-03-01
"Alabama","2011-04",2011,4,47000,16125,30875,97.8217821782178,"04",2011-04-01
"Alabama","2011-05",2011,5,47000,18034,28966,89.0795583848448,"05",2011-05-01
"Alabama","2011-06",2011,6,49000,17346,31654,95.4209748892171,"06",2011-06-01
"Alabama","2011-07",2011,7,56000,21591,34409,88.693276282043,"07",2011-07-01
"Alabama","2011-08",2011,8,57000,23884,33116,81.8851688838336,"08",2011-08-01
"Alabama","2011-09",2011,9,64000,16498,47502,118.020323486298,"09",2011-09-01
"Alabama","2012-01",2012,1,60000,17603,42397,109.266394340425,"01",2012-01-01
"Alabama","2012-10",2012,10,54000,10117,43883,136.884133693092,"10",2012-10-01
"Alabama","2012-11",2012,11,51000,19446,31554,89.58351077421,"11",2012-11-01
"Alabama","2012-12",2012,12,46000,9824,36176,129.607337345944,"12",2012-12-01
"Alabama","2012-02",2012,2,69000,17735,51265,118.2106416095,"02",2012-02-01
"Alabama","2012-03",2012,3,77000,17690,59310,125.271940014785,"03",2012-03-01
"Alabama","2012-04",2012,4,77000,22886,54114,108.351520733636,"04",2012-04-01
"Alabama","2012-05",2012,5,73000,18462,54538,119.258271194594,"05",2012-05-01
"Alabama","2012-06",2012,6,64000,15470,48530,122.13413866868,"06",2012-06-01
"Alabama","2012-07",2012,7,60000,12473,47527,131.157810494943,"07",2012-07-01
"Alabama","2012-08",2012,8,55000,9276,45724,142.273943618147,"08",2012-08-01
"Alabama","2012-09",2012,9,56000,14119,41881,119.456923230508,"09",2012-09-01
"Alabama","2013-01",2013,1,48000,16022,31978,99.8969104370373,"01",2013-01-01
"Alabama","2013-10",2013,10,47000,25651,21349,58.771386491583,"10",2013-10-01
"Alabama","2013-11",2013,11,46000,20284,25716,77.5933860358458,"11",2013-11-01
"Alabama","2013-12",2013,12,46000,17688,28312,88.9084285893732,"12",2013-12-01
"Alabama","2013-02",2013,2,54000,11685,42315,128.842201415848,"02",2013-02-01
"Alabama","2013-03",2013,3,59000,14900,44100,119.350473612991,"03",2013-03-01
"Alabama","2013-04",2013,4,62000,11533,50467,137.263541539173,"04",2013-04-01
"Alabama","2013-05",2013,5,61000,17675,43325,110.136638068001,"05",2013-05-01
"Alabama","2013-06",2013,6,58000,25638,32362,77.3858772328367,"06",2013-06-01
"Alabama","2013-07",2013,7,52000,22718,29282,78.3800422923526,"07",2013-07-01
"Alabama","2013-08",2013,8,49000,22697,26303,73.3726655229647,"08",2013-08-01
"Alabama","2013-09",2013,9,46000,29192,16808,44.7068837110331,"09",2013-09-01
"Alabama","2014-01",2014,1,46000,22299,23701,69.4036515907993,"01",2014-01-01
"Alabama","2014-10",2014,10,65000,21140,43860,101.834223357325,"10",2014-10-01
"Alabama","2014-11",2014,11,60000,13161,46839,128.043629802764,"11",2014-11-01
"Alabama","2014-12",2014,12,60000,14367,45633,122.72378877728,"12",2014-12-01
"Alabama","2014-02",2014,2,51000,20284,30716,86.179226754952,"02",2014-02-01
"Alabama","2014-03",2014,3,54000,27116,26884,66.2853197889442,"03",2014-03-01
"Alabama","2014-04",2014,4,58000,22567,35433,87.9590899499795,"04",2014-04-01
"Alabama","2014-05",2014,5,59000,21696,37304,92.4556359670864,"05",2014-05-01
"Alabama","2014-06",2014,6,61000,16302,44698,115.645132079377,"06",2014-06-01
"Alabama","2014-07",2014,7,60000,12890,47110,129.26327342571,"07",2014-07-01
"Alabama","2014-08",2014,8,62000,20148,41852,101.894142279788,"08",2014-08-01
"Alabama","2014-09",2014,9,62000,18488,43512,108.120465162509,"09",2014-09-01
"Alabama","2015-01",2015,1,61000,13727,47273,126.521872950875,"01",2015-01-01
"Alabama","2015-10",2015,10,77000,22401,54599,109.856037665617,"10",2015-10-01
"Alabama","2015-11",2015,11,76000,15789,60211,131.194369695715,"11",2015-11-01
"Alabama","2015-12",2015,12,76000,17340,58660,125.691022069852,"12",2015-12-01
"Alabama","2015-02",2015,2,66000,11642,54358,140.02215295845,"02",2015-02-01
"Alabama","2015-03",2015,3,70000,17731,52269,119.157424399585,"03",2015-03-01
"Alabama","2015-04",2015,4,73000,18970,54030,117.494835272371,"04",2015-04-01
"Alabama","2015-05",2015,5,75000,27398,47602,92.9744721576593,"05",2015-05-01
"Alabama","2015-06",2015,6,73000,28088,44912,88.8572333016778,"06",2015-06-01
"Alabama","2015-07",2015,7,74000,26204,47796,95.3973893257754,"07",2015-07-01
"Alabama","2015-08",2015,8,76000,22465,53535,108.739145889402,"08",2015-08-01
"Alabama","2015-09",2015,9,78000,24582,53418,104.14692636135,"09",2015-09-01
"Alabama","2016-01",2016,1,76000,22593,53407,108.338320164718,"01",2016-01-01
"Alabama","2016-10",2016,10,71000,37315,33685,62.1982181599963,"10",2016-10-01
"Alabama","2016-11",2016,11,69000,24437,44563,95.386196046534,"11",2016-11-01
"Alabama","2016-12",2016,12,66000,21459,44541,101.85572668336,"12",2016-12-01
"Alabama","2016-02",2016,2,78000,22007,55993,111.978161528693,"02",2016-02-01
"Alabama","2016-03",2016,3,82000,23761,58239,110.133224912775,"03",2016-03-01
"Alabama","2016-04",2016,4,84000,29111,54889,97.0533369875609,"04",2016-04-01
"Alabama","2016-05",2016,5,83000,26709,56291,102.618745955209,"05",2016-05-01
"Alabama","2016-06",2016,6,81000,30713,50287,90.0289133762409,"06",2016-06-01
"Alabama","2016-07",2016,7,80000,27991,52009,96.3209897121056,"07",2016-07-01
"Alabama","2016-08",2016,8,77000,28221,48779,92.7172332519174,"08",2016-08-01
"Alabama","2016-09",2016,9,76000,33220,42780,78.3373008606482,"09",2016-09-01
"Alabama","2017-01",2017,1,66000,25366,40634,88.9477486154587,"01",2017-01-01
"Alabama","2017-10",2017,10,80000,19841,60159,120.509610280346,"10",2017-10-01
"Alabama","2017-11",2017,11,80000,16438,63562,131.819407287584,"11",2017-11-01
"Alabama","2017-12",2017,12,77000,20179,56821,116.940902869962,"12",2017-12-01
"Alabama","2017-02",2017,2,67000,25775,41225,88.87092427917,"02",2017-02-01
"Alabama","2017-03",2017,3,68000,33603,34397,67.7086306506698,"03",2017-03-01
"Alabama","2017-04",2017,4,75000,25070,49930,99.790146897172,"04",2017-04-01
"Alabama","2017-05",2017,5,76000,25608,50392,99.1890402330525,"05",2017-05-01
"Alabama","2017-06",2017,6,82000,26075,55925,103.492944714319,"06",2017-06-01
"Alabama","2017-07",2017,7,83000,27109,55891,101.519403500168,"07",2017-07-01
"Alabama","2017-08",2017,8,84000,24255,59745,110.378273520854,"08",2017-08-01
"Alabama","2017-09",2017,9,83000,21599,61401,117.402652033002,"09",2017-09-01
"Alabama","2018-01",2018,1,76000,27446,48554,93.8731318755679,"01",2018-01-01
"Alabama","2018-10",2018,10,96000,26185,69815,114.277529975038,"10",2018-10-01
"Alabama","2018-11",2018,11,95000,24482,70518,118.039537336168,"11",2018-11-01
"Alabama","2018-12",2018,12,93000,27377,65623,109.029133472341,"12",2018-12-01
"Alabama","2018-02",2018,2,81000,26147,54853,102.388307652104,"02",2018-02-01
"Alabama","2018-03",2018,3,89000,36570,52430,83.5072071354623,"03",2018-03-01
"Alabama","2018-04",2018,4,96000,28142,67858,109.323194406406,"04",2018-04-01
"Alabama","2018-05",2018,5,98000,29886,68114,106.522997044243,"05",2018-05-01
"Alabama","2018-06",2018,6,96000,18466,77534,135.47079482117,"06",2018-06-01
"Alabama","2018-07",2018,7,97000,30951,66049,103.241084477652,"07",2018-07-01
"Alabama","2018-08",2018,8,96000,24706,71294,118.128344904147,"08",2018-08-01
"Alabama","2018-09",2018,9,97000,21676,75324,126.940577707371,"09",2018-09-01
"Alabama","2019-01",2019,1,91000,26356,64644,110.16735403388,"01",2019-01-01
"Alabama","2019-10",2019,10,105000,36684,68316,96.4343186245448,"10",2019-10-01
"Alabama","2019-11",2019,11,102000,42493,59507,82.366619836255,"11",2019-11-01
"Alabama","2019-12",2019,12,92000,25601,66399,112.922509162337,"12",2019-12-01
"Alabama","2019-02",2019,2,91000,25950,65050,111.24412141941,"02",2019-02-01
"Alabama","2019-03",2019,3,96000,33463,62537,96.6098421942949,"03",2019-03-01
"Alabama","2019-04",2019,4,1e+05,37971,62029,89.9159968399156,"04",2019-04-01
"Alabama","2019-05",2019,5,103000,37537,65463,93.1612315617951,"05",2019-05-01
"Alabama","2019-06",2019,6,104000,33132,70868,103.357349123472,"06",2019-06-01
"Alabama","2019-07",2019,7,1e+05,29568,70432,108.718202025191,"07",2019-07-01
"Alabama","2019-08",2019,8,97000,37904,59096,87.6119314475479,"08",2019-08-01
"Alabama","2019-09",2019,9,98000,34935,63065,94.8809568586151,"09",2019-09-01
"Alaska","2010-01",2010,1,9000,536,8464,177.51677852349,"01",2010-01-01
"Alaska","2010-10",2010,10,11000,7276,3724,40.7528999781134,"10",2010-10-01
"Alaska","2010-11",2010,11,10000,5972,4028,50.4382669671926,"11",2010-11-01
"Alaska","2010-12",2010,12,10000,6105,3895,48.3700714063955,"12",2010-12-01
"Alaska","2010-02",2010,2,10000,6604,3396,40.9058058299205,"02",2010-02-01
"Alaska","2010-03",2010,3,10000,3547,6453,95.2683250904259,"03",2010-03-01
"Alaska","2010-04",2010,4,11000,5896,5104,60.4166666666667,"04",2010-04-01
"Alaska","2010-05",2010,5,13000,8317,4683,43.9367640850026,"05",2010-05-01
"Alaska","2010-06",2010,6,15000,6922,8078,73.6976553234194,"06",2010-06-01
"Alaska","2010-07",2010,7,16000,8723,7277,58.8682603243943,"07",2010-07-01
"Alaska","2010-08",2010,8,14000,7722,6278,57.8031488813185,"08",2010-08-01
"Alaska","2010-09",2010,9,12000,6090,5910,65.3399668325041,"09",2010-09-01
"Alaska","2011-01",2011,1,9000,6392,2608,33.8877338877339,"01",2011-01-01
"Alaska","2011-10",2011,10,12000,3786,8214,104.066894716838,"10",2011-10-01
"Alaska","2011-11",2011,11,10000,3032,6968,106.936771025169,"11",2011-11-01
"Alaska","2011-12",2011,12,9000,2511,6489,112.744331508991,"12",2011-12-01
"Alaska","2011-02",2011,2,10000,5217,4783,62.8639022146284,"02",2011-02-01
"Alaska","2011-03",2011,3,10000,6596,3404,41.0219329959026,"03",2011-03-01
"Alaska","2011-04",2011,4,12000,4936,7064,83.4199338686821,"04",2011-04-01
"Alaska","2011-05",2011,5,14000,5785,8215,83.042709123073,"05",2011-05-01
"Alaska","2011-06",2011,6,17000,5356,11644,104.16890320272,"06",2011-06-01
"Alaska","2011-07",2011,7,18000,5605,12395,105.020122855327,"07",2011-07-01
"Alaska","2011-08",2011,8,16000,5830,10170,93.1745304626661,"08",2011-08-01
"Alaska","2011-09",2011,9,13000,4869,8131,91.0067715037215,"09",2011-09-01
"Alaska","2012-01",2012,1,10000,4778,5222,70.6726214643389,"01",2012-01-01
"Alaska","2012-10",2012,10,11000,3577,7423,101.845372847637,"10",2012-10-01
"Alaska","2012-11",2012,11,10000,9947,53,0.531408231814308,"11",2012-11-01
"Alaska","2012-12",2012,12,10000,4580,5420,74.3484224965706,"12",2012-12-01
"Alaska","2012-02",2012,2,11000,5354,5646,69.0473278708573,"02",2012-02-01
"Alaska","2012-03",2012,3,11000,7251,3749,41.0826804010739,"03",2012-03-01
"Alaska","2012-04",2012,4,12000,4883,7117,84.3096606053427,"04",2012-04-01
"Alaska","2012-05",2012,5,14000,6927,7073,67.596884407703,"05",2012-05-01
"Alaska","2012-06",2012,6,16000,10874,5126,38.1483962193942,"06",2012-06-01
"Alaska","2012-07",2012,7,16000,3872,12128,122.061191626409,"07",2012-07-01
"Alaska","2012-08",2012,8,14000,3406,10594,121.728139721935,"08",2012-08-01
"Alaska","2012-09",2012,9,12000,9418,2582,24.110561210197,"09",2012-09-01
"Alaska","2013-01",2013,1,10000,5185,4815,63.4178465591044,"01",2013-01-01
"Alaska","2013-10",2013,10,12000,5640,6360,72.108843537415,"10",2013-10-01
"Alaska","2013-11",2013,11,10000,5875,4125,51.9685039370079,"11",2013-11-01
"Alaska","2013-12",2013,12,10000,5084,4916,65.1816494298595,"12",2013-12-01
"Alaska","2013-02",2013,2,12000,4626,7374,88.704438830747,"02",2013-02-01
"Alaska","2013-03",2013,3,13000,4033,8967,105.289731697294,"03",2013-03-01
"Alaska","2013-04",2013,4,14000,3378,10622,122.246518586719,"04",2013-04-01
"Alaska","2013-05",2013,5,16000,4063,11937,118.995165229527,"05",2013-05-01
"Alaska","2013-06",2013,6,18000,6632,11368,92.3026956804157,"06",2013-06-01
"Alaska","2013-07",2013,7,18000,6121,11879,98.4950872683554,"07",2013-07-01
"Alaska","2013-08",2013,8,16000,6329,9671,86.6227775538537,"08",2013-08-01
"Alaska","2013-09",2013,9,13000,6330,6670,69.0118986032074,"09",2013-09-01
"Alaska","2014-01",2014,1,11000,6030,4970,58.3675866118614,"01",2014-01-01
"Alaska","2014-10",2014,10,14000,9724,4276,36.0478839993256,"10",2014-10-01
"Alaska","2014-11",2014,11,13000,7850,5150,49.400479616307,"11",2014-11-01
"Alaska","2014-12",2014,12,12000,6888,5112,54.1296060991105,"12",2014-12-01
"Alaska","2014-02",2014,2,13000,6472,6528,67.050123253903,"02",2014-02-01
"Alaska","2014-03",2014,3,15000,6487,8513,79.2386093917252,"03",2014-03-01
"Alaska","2014-04",2014,4,16000,7645,8355,70.6703319940791,"04",2014-04-01
"Alaska","2014-05",2014,5,19000,7452,11548,87.312868592167,"05",2014-05-01
"Alaska","2014-06",2014,6,23000,6856,16144,108.145766345123,"06",2014-06-01
"Alaska","2014-07",2014,7,23000,5480,17520,123.033707865169,"07",2014-07-01
"Alaska","2014-08",2014,8,20000,6932,13068,97.0444081390168,"08",2014-08-01
"Alaska","2014-09",2014,9,16000,6023,9977,90.6052763020479,"09",2014-09-01
"Alaska","2015-01",2015,1,14000,6651,7349,71.1733087986054,"01",2015-01-01
"Alaska","2015-10",2015,10,15000,6059,8941,84.9138135713947,"10",2015-10-01
"Alaska","2015-11",2015,11,14000,4276,9724,106.412781790326,"11",2015-11-01
"Alaska","2015-12",2015,12,14000,4604,9396,101.010535368738,"12",2015-12-01
"Alaska","2015-02",2015,2,15000,5534,9466,92.1983052498295,"02",2015-02-01
"Alaska","2015-03",2015,3,16000,5714,10286,94.7407202726352,"03",2015-03-01
"Alaska","2015-04",2015,4,17000,6777,10223,85.990663245994,"04",2015-04-01
"Alaska","2015-05",2015,5,21000,7762,13238,92.0520130728044,"05",2015-05-01
"Alaska","2015-06",2015,6,23000,6826,16174,108.45570978341,"06",2015-06-01
"Alaska","2015-07",2015,7,25000,6219,18781,120.317755213171,"07",2015-07-01
"Alaska","2015-08",2015,8,21000,6448,14552,106.033226464588,"08",2015-08-01
"Alaska","2015-09",2015,9,18000,6365,11635,95.5058485532526,"09",2015-09-01
"Alaska","2016-01",2016,1,15000,5337,9663,95.0287653046172,"01",2016-01-01
"Alaska","2016-10",2016,10,15000,6027,8973,85.34741047225,"10",2016-10-01
"Alaska","2016-11",2016,11,14000,6697,7303,70.5706140986617,"11",2016-11-01
"Alaska","2016-12",2016,12,14000,6401,7599,74.4963482182246,"12",2016-12-01
"Alaska","2016-02",2016,2,16000,5645,10355,95.6802956802957,"02",2016-02-01
"Alaska","2016-03",2016,3,16000,6156,9844,88.8608051994945,"03",2016-03-01
"Alaska","2016-04",2016,4,18000,6495,11505,93.937538273117,"04",2016-04-01
"Alaska","2016-05",2016,5,22000,5627,16373,118.528975277808,"05",2016-05-01
"Alaska","2016-06",2016,6,27000,6575,20425,121.667907669397,"06",2016-06-01
"Alaska","2016-07",2016,7,26000,6171,19829,123.272512511268,"07",2016-07-01
"Alaska","2016-08",2016,8,22000,5537,16463,119.570033046447,"08",2016-08-01
"Alaska","2016-09",2016,9,18000,7316,10684,84.4051192921473,"09",2016-09-01
"Alaska","2017-01",2017,1,15000,6233,8767,82.5790043799746,"01",2017-01-01
"Alaska","2017-10",2017,10,17000,5273,11727,105.30238405244,"10",2017-10-01
"Alaska","2017-11",2017,11,15000,4183,10817,112.776937913778,"11",2017-11-01
"Alaska","2017-12",2017,12,15000,3530,11470,123.79924446843,"12",2017-12-01
"Alaska","2017-02",2017,2,16000,7034,8966,77.8501345836589,"02",2017-02-01
"Alaska","2017-03",2017,3,16000,7336,8664,74.2543709290367,"03",2017-03-01
"Alaska","2017-04",2017,4,16000,5824,10176,93.2551319648094,"04",2017-04-01
"Alaska","2017-05",2017,5,20000,6649,13351,100.198881759165,"05",2017-05-01
"Alaska","2017-06",2017,6,25000,6082,18918,121.729618428673,"06",2017-06-01
"Alaska","2017-07",2017,7,27000,6870,20130,118.866253321523,"07",2017-07-01
"Alaska","2017-08",2017,8,24000,5073,18927,130.203281395109,"08",2017-08-01
"Alaska","2017-09",2017,9,19000,5666,13334,108.11643557934,"09",2017-09-01
"Alaska","2018-01",2018,1,15000,4643,10357,105.452323983098,"01",2018-01-01
"Alaska","2018-10",2018,10,19000,5471,13529,110.571697110866,"10",2018-10-01
"Alaska","2018-11",2018,11,17000,5954,11046,96.2446632395225,"11",2018-11-01
"Alaska","2018-12",2018,12,17000,4862,12138,111.04199066874,"12",2018-12-01
"Alaska","2018-02",2018,2,17000,5067,11933,108.152444827117,"02",2018-02-01
"Alaska","2018-03",2018,3,19000,6153,12847,102.150836878305,"03",2018-03-01
"Alaska","2018-04",2018,4,20000,6596,13404,100.797112347721,"04",2018-04-01
"Alaska","2018-05",2018,5,24000,7239,16761,107.308172476712,"05",2018-05-01
"Alaska","2018-06",2018,6,30000,5486,24514,138.161528490109,"06",2018-06-01
"Alaska","2018-07",2018,7,33000,6766,26234,131.9418598803,"07",2018-07-01
"Alaska","2018-08",2018,8,29000,6839,22161,123.669745249588,"08",2018-08-01
"Alaska","2018-09",2018,9,23000,5718,17282,120.356570791838,"09",2018-09-01
"Alaska","2019-01",2019,1,18000,5156,12844,110.934531007082,"01",2019-01-01
"Alaska","2019-10",2019,10,18000,7112,10888,86.7155144950621,"10",2019-10-01
"Alaska","2019-11",2019,11,16000,6974,9026,78.5757813180117,"11",2019-11-01
"Alaska","2019-12",2019,12,16000,6733,9267,81.5290546782211,"12",2019-12-01
"Alaska","2019-02",2019,2,20000,4904,15096,121.23353678124,"02",2019-02-01
"Alaska","2019-03",2019,3,20000,7366,12634,92.3335525834978,"03",2019-03-01
"Alaska","2019-04",2019,4,21000,6377,14623,106.826898491434,"04",2019-04-01
"Alaska","2019-05",2019,5,26000,6991,19009,115.237489012155,"05",2019-05-01
"Alaska","2019-06",2019,6,31000,5842,25158,136.572390206829,"06",2019-06-01
"Alaska","2019-07",2019,7,33000,4143,28857,155.383248525967,"07",2019-07-01
"Alaska","2019-08",2019,8,29000,5109,23891,140.08619425958,"08",2019-08-01
"Alaska","2019-09",2019,9,22000,7700,14300,96.2962962962963,"09",2019-09-01
"Arizona","2010-01",2010,1,49000,6484,42516,153.25499243025,"01",2010-01-01
"Arizona","2010-10",2010,10,73000,32667,40333,76.339822271854,"10",2010-10-01
"Arizona","2010-11",2010,11,74000,29902,44098,84.8838328424862,"11",2010-11-01
"Arizona","2010-12",2010,12,73000,40059,32941,58.2722295438665,"12",2010-12-01
"Arizona","2010-02",2010,2,54000,19347,34653,94.4905722115424,"02",2010-02-01
"Arizona","2010-03",2010,3,60000,16642,43358,113.144229012813,"03",2010-03-01
"Arizona","2010-04",2010,4,61000,18442,42558,107.142317665718,"04",2010-04-01
"Arizona","2010-05",2010,5,58000,21584,36416,91.5158825894652,"05",2010-05-01
"Arizona","2010-06",2010,6,59000,20212,38788,97.9346563651972,"06",2010-06-01
"Arizona","2010-07",2010,7,59000,25388,33612,79.6606152533536,"07",2010-07-01
"Arizona","2010-08",2010,8,63000,29521,33479,72.3705969455583,"08",2010-08-01
"Arizona","2010-09",2010,9,66000,25404,40596,88.8276224235263,"09",2010-09-01
"Arizona","2011-01",2011,1,65000,31339,33661,69.8803184587758,"01",2011-01-01
"Arizona","2011-10",2011,10,81000,32727,48273,84.8927695270253,"10",2011-10-01
"Arizona","2011-11",2011,11,85000,21436,63564,119.44079070991,"11",2011-11-01
"Arizona","2011-12",2011,12,80000,24581,55419,105.982922328148,"12",2011-12-01
"Arizona","2011-02",2011,2,59000,42768,16232,31.9000078610172,"02",2011-02-01
"Arizona","2011-03",2011,3,61000,44477,16523,31.3300529973359,"03",2011-03-01
"Arizona","2011-04",2011,4,64000,35913,28087,56.2229139351236,"04",2011-04-01
"Arizona","2011-05",2011,5,62000,45596,16404,30.4918398453474,"05",2011-05-01
"Arizona","2011-06",2011,6,64000,26750,37250,82.0936639118457,"06",2011-06-01
"Arizona","2011-07",2011,7,68000,39248,28752,53.617783082202,"07",2011-07-01
"Arizona","2011-08",2011,8,74000,40736,33264,57.9835448333566,"08",2011-08-01
"Arizona","2011-09",2011,9,79000,28232,50768,94.6881527902119,"09",2011-09-01
"Arizona","2012-01",2012,1,79000,26990,52010,98.1413340881215,"01",2012-01-01
"Arizona","2012-10",2012,10,79000,20777,58223,116.706254948535,"10",2012-10-01
"Arizona","2012-11",2012,11,79000,28725,50275,93.3395219308424,"11",2012-11-01
"Arizona","2012-12",2012,12,82000,25164,56836,106.072934940838,"12",2012-12-01
"Arizona","2012-02",2012,2,73000,29800,43200,84.0466926070039,"02",2012-02-01
"Arizona","2012-03",2012,3,78000,29602,48398,89.9574357353953,"03",2012-03-01
"Arizona","2012-04",2012,4,79000,24083,54917,106.549091508784,"04",2012-04-01
"Arizona","2012-05",2012,5,79000,33105,45895,81.8785959591454,"05",2012-05-01
"Arizona","2012-06",2012,6,76000,32680,43320,79.7202797202797,"06",2012-06-01
"Arizona","2012-07",2012,7,74000,25847,48153,96.4535739681713,"07",2012-07-01
"Arizona","2012-08",2012,8,80000,17895,62105,126.880841718167,"08",2012-08-01
"Arizona","2012-09",2012,9,78000,21703,56297,112.929400318947,"09",2012-09-01
"Arizona","2013-01",2013,1,85000,28213,56787,100.318867974526,"01",2013-01-01
"Arizona","2013-10",2013,10,86000,37625,48375,78.2608695652174,"10",2013-10-01
"Arizona","2013-11",2013,11,85000,41679,43321,68.3949194420543,"11",2013-11-01
"Arizona","2013-12",2013,12,82000,35213,46787,79.832441793999,"12",2013-12-01
"Arizona","2013-02",2013,2,89000,23594,65406,116.180258273087,"02",2013-02-01
"Arizona","2013-03",2013,3,94000,23471,70529,120.078998220837,"03",2013-03-01
"Arizona","2013-04",2013,4,97000,18423,78577,136.15483915684,"04",2013-04-01
"Arizona","2013-05",2013,5,92000,26755,65245,109.881689192034,"05",2013-05-01
"Arizona","2013-06",2013,6,85000,37051,47949,78.5720723304192,"06",2013-06-01
"Arizona","2013-07",2013,7,76000,41697,34303,58.2903557439867,"07",2013-07-01
"Arizona","2013-08",2013,8,77000,40613,36387,61.8758130478774,"08",2013-08-01
"Arizona","2013-09",2013,9,78000,41246,36754,61.6439964443252,"09",2013-09-01
"Arizona","2014-01",2014,1,79000,41292,37708,62.694110996575,"01",2014-01-01
"Arizona","2014-10",2014,10,118000,40693,77307,97.4296282759794,"10",2014-10-01
"Arizona","2014-11",2014,11,111000,37570,73430,98.8490273944942,"11",2014-11-01
"Arizona","2014-12",2014,12,105000,39730,65270,90.1955365162717,"12",2014-12-01
"Arizona","2014-02",2014,2,87000,36850,50150,80.9850625756964,"02",2014-02-01
"Arizona","2014-03",2014,3,96000,41677,54323,78.9136892872448,"03",2014-03-01
"Arizona","2014-04",2014,4,101000,43576,57424,79.4378043382027,"04",2014-04-01
"Arizona","2014-05",2014,5,97000,37509,59491,88.4565345069847,"05",2014-05-01
"Arizona","2014-06",2014,6,102000,36431,65569,94.7316713741864,"06",2014-06-01
"Arizona","2014-07",2014,7,96000,29910,66090,104.979747438647,"07",2014-07-01
"Arizona","2014-08",2014,8,106000,38723,67277,92.9734734630985,"08",2014-08-01
"Arizona","2014-09",2014,9,108000,38658,69342,94.5628605326678,"09",2014-09-01
"Arizona","2015-01",2015,1,103000,41191,61809,85.7321192030016,"01",2015-01-01
"Arizona","2015-10",2015,10,116000,47134,68866,84.4287518236542,"10",2015-10-01
"Arizona","2015-11",2015,11,114000,42164,71836,92.000717194744,"11",2015-11-01
"Arizona","2015-12",2015,12,115000,40659,74341,95.5177663996299,"12",2015-12-01
"Arizona","2015-02",2015,2,106000,30202,75798,111.302330362256,"02",2015-02-01
"Arizona","2015-03",2015,3,109000,48296,60704,77.1844166412369,"03",2015-03-01
"Arizona","2015-04",2015,4,120000,48916,71084,84.1649103696512,"04",2015-04-01
"Arizona","2015-05",2015,5,116000,55682,60318,70.2671217716476,"05",2015-05-01
"Arizona","2015-06",2015,6,108000,54808,53192,65.3432263770822,"06",2015-06-01
"Arizona","2015-07",2015,7,1e+05,51072,48928,64.7744122008049,"07",2015-07-01
"Arizona","2015-08",2015,8,103000,49275,53725,70.5631259234937,"08",2015-08-01
"Arizona","2015-09",2015,9,111000,45886,65114,83.0080440574685,"09",2015-09-01
"Arizona","2016-01",2016,1,115000,48292,66708,81.7039414055802,"01",2016-01-01
"Arizona","2016-10",2016,10,125000,48906,76094,87.511644221591,"10",2016-10-01
"Arizona","2016-11",2016,11,121000,42871,78129,95.3542725680566,"11",2016-11-01
"Arizona","2016-12",2016,12,115000,42878,72122,91.364217940435,"12",2016-12-01
"Arizona","2016-02",2016,2,113000,44424,68576,87.1226750686045,"02",2016-02-01
"Arizona","2016-03",2016,3,117000,49733,67267,80.6882860621473,"03",2016-03-01
"Arizona","2016-04",2016,4,110000,49453,60547,75.9433814352819,"04",2016-04-01
"Arizona","2016-05",2016,5,112000,41137,70863,92.5485023214507,"05",2016-05-01
"Arizona","2016-06",2016,6,106000,45399,60601,80.0546899252967,"06",2016-06-01
"Arizona","2016-07",2016,7,112000,47403,64597,81.0486628231589,"07",2016-07-01
"Arizona","2016-08",2016,8,119000,44513,74487,91.1083522411062,"08",2016-08-01
"Arizona","2016-09",2016,9,128000,46708,81292,93.060420816448,"09",2016-09-01
"Arizona","2017-01",2017,1,112000,49655,62345,77.133401379481,"01",2017-01-01
"Arizona","2017-10",2017,10,135000,36680,98320,114.538676607642,"10",2017-10-01
"Arizona","2017-11",2017,11,131000,35440,95560,114.828166306176,"11",2017-11-01
"Arizona","2017-12",2017,12,131000,28869,102131,127.768360345032,"12",2017-12-01
