"","state","year","per_diff","11","13","15","17","19","21","23","25","27","29","31","33","35","37","39","41","43","45","47","49","51","53","55","<NA>"
"61","Connecticut",2010,85.2817971569479,0.1311,0.0832,0.1587,0.0364,0.0094,0.0108,0.0116,0.0194,0.0258,0.1135,0.0216,0.0072,0.0219,0.0086,0.0178,0.119,0.0912,3e-04,0.0094,0.0251,0.0223,0.0289,4e-04,0.0263
"62","Connecticut",2011,64.3793754112193,0.151,0.0923,0.1496,0.0462,0.0104,0.0117,0.0137,0.0209,0.0222,0.0966,0.0156,0.0059,0.0167,0.0073,0.0141,0.1122,0.0947,2e-04,0.008,0.0268,0.0253,0.0328,3e-04,0.0255
"63","Connecticut",2012,73.4975535447277,0.1455,0.093,0.1426,0.0406,0.0093,0.0109,0.0172,0.0215,0.0234,0.0994,0.0175,0.0059,0.0204,0.0073,0.0191,0.1124,0.0988,4e-04,0.0071,0.025,0.0251,0.0313,4e-04,0.0256
"64","Connecticut",2013,57.8028594109833,0.1279,0.0801,0.1051,0.0265,0.0077,0.0098,0.0142,0.0298,0.029,0.0805,0.017,0.006,0.0406,0.0112,0.04,0.1376,0.1054,6e-04,0.0092,0.0239,0.0268,0.0398,5e-04,0.0309
"65","Connecticut",2014,72.5378016307396,0.1228,0.0772,0.1072,0.0293,0.0096,0.0112,0.0097,0.0341,0.0295,0.0848,0.0176,0.0059,0.0451,0.0109,0.0559,0.1261,0.0903,4e-04,0.006,0.0235,0.032,0.0429,4e-04,0.0278
"66","Connecticut",2015,84.6797635979352,0.1296,0.089,0.1467,0.0331,0.0093,0.0124,0.0074,0.0264,0.0249,0.1129,0.0179,0.0096,0.0248,0.0071,0.0139,0.115,0.0941,6e-04,0.0083,0.0258,0.0224,0.0411,4e-04,0.0272
"67","Connecticut",2016,63.8726767681009,0.1114,0.0775,0.1091,0.0307,0.0091,0.0116,0.0059,0.0223,0.0201,0.1783,0.0152,0.0079,0.0275,0.0063,0.0132,0.1208,0.0815,5e-04,0.0104,0.0262,0.0256,0.065,3e-04,0.0238
"68","Connecticut",2017,91.8351258109545,0.105,0.0746,0.0977,0.0332,0.011,0.0104,0.0052,0.0185,0.0179,0.2104,0.0188,0.0078,0.0312,0.0069,0.0108,0.1115,0.0869,6e-04,0.0067,0.0208,0.0259,0.0624,3e-04,0.0256
"69","Connecticut",2018,89.7417783977423,0.1112,0.0661,0.1129,0.0344,0.0094,0.0115,0.0052,0.0279,0.0178,0.1697,0.0205,0.0089,0.0337,0.0107,0.0266,0.1022,0.0801,0.0011,0.0088,0.0247,0.0266,0.0661,3e-04,0.0237
"70","Connecticut",2019,92.4347243918768,0.1123,0.0708,0.1053,0.0337,0.0081,0.0162,0.0073,0.0266,0.0213,0.1245,0.0248,0.0106,0.0406,0.0135,0.0279,0.1101,0.0935,0.0021,0.0108,0.0281,0.0283,0.0538,9e-04,0.0291
"71","Delaware",2010,75.0999294615565,0.1232,0.0788,0.1662,0.0288,0.0127,0.0088,0.0162,0.0178,0.019,0.1322,0.0237,0.0101,0.0265,0.0095,0.0157,0.1158,0.0876,4e-04,0.0087,0.0291,0.0143,0.0281,4e-04,0.0264
"72","Delaware",2011,87.2459793043262,0.1297,0.0836,0.1725,0.0344,0.0117,0.0102,0.0128,0.0168,0.0153,0.1271,0.022,0.0098,0.0208,0.0088,0.0134,0.1138,0.0834,2e-04,0.0092,0.0305,0.0167,0.0299,5e-04,0.027
"73","Delaware",2012,79.7144926037033,0.1184,0.0854,0.1636,0.035,0.0122,0.0099,0.0147,0.0154,0.0149,0.1195,0.0204,0.0118,0.0278,0.0107,0.0143,0.1166,0.0967,3e-04,0.0066,0.0273,0.0186,0.0303,6e-04,0.0293
"74","Delaware",2013,83.4215182337305,0.1157,0.0767,0.1389,0.028,0.0117,0.0103,0.0136,0.0192,0.0205,0.1018,0.0178,0.0123,0.0432,0.0103,0.0226,0.1341,0.0919,4e-04,0.0059,0.0304,0.0225,0.0368,7e-04,0.0346
"75","Delaware",2014,83.851899539838,0.1253,0.0877,0.1423,0.0288,0.016,0.0074,0.0085,0.0161,0.0214,0.0903,0.017,0.0091,0.0415,0.0096,0.0255,0.1261,0.0944,7e-04,0.0058,0.0269,0.0305,0.0336,5e-04,0.035
"76","Delaware",2015,98.5941711669223,0.1141,0.0846,0.1414,0.0238,0.0143,0.01,0.0063,0.0226,0.0184,0.1053,0.0208,0.0125,0.0318,0.0079,0.011,0.1174,0.0995,0.001,0.0081,0.0281,0.0163,0.07,5e-04,0.0345
"77","Delaware",2016,82.064785639689,0.1165,0.0832,0.1193,0.0229,0.0112,0.0118,0.0049,0.0234,0.0171,0.1338,0.0232,0.0112,0.0346,0.0082,0.0112,0.1124,0.0934,7e-04,0.0102,0.028,0.0158,0.0708,6e-04,0.0354
"78","Delaware",2017,75.657336726039,0.1246,0.0885,0.1249,0.0235,0.0133,0.0088,0.0052,0.0129,0.016,0.1401,0.0179,0.0118,0.0342,0.0085,0.0114,0.1196,0.0902,5e-04,0.0091,0.0281,0.0187,0.0584,7e-04,0.0331
"79","Delaware",2018,102.564951561064,0.118,0.0796,0.146,0.0276,0.0117,0.0089,0.0057,0.0233,0.0175,0.1323,0.0164,0.0118,0.0348,0.012,0.0264,0.1068,0.0831,9e-04,0.0104,0.028,0.0175,0.0511,6e-04,0.0296
"80","Delaware",2019,113.127916145022,0.1136,0.0809,0.1344,0.0247,0.0116,0.0127,0.0084,0.0207,0.0164,0.1459,0.0209,0.0126,0.0369,0.0115,0.0127,0.0937,0.0877,0.0011,0.0088,0.0279,0.018,0.063,0.0017,0.0344
"81","District of Columbia",2010,46.4511343189335,0.1716,0.1161,0.2625,0.0205,0.0223,0.0091,0.0332,0.0149,0.0419,0.0554,0.0071,0.0116,0.0158,0.0041,0.0083,0.0625,0.077,2e-04,0.0037,0.0123,0.0047,0.0069,6e-04,0.0377
"82","District of Columbia",2011,44.844915858103,0.1768,0.1137,0.2363,0.0216,0.0217,0.0089,0.0426,0.0174,0.0362,0.0537,0.0069,0.0119,0.0167,0.0056,0.0104,0.0641,0.0813,1e-04,0.0048,0.0145,0.0064,0.0097,0.0011,0.0377
"83","District of Columbia",2012,56.8344574661314,0.169,0.1215,0.2213,0.0229,0.0207,0.0098,0.0533,0.0189,0.0388,0.052,0.0066,0.0137,0.0149,0.0053,0.0155,0.0575,0.0837,3e-04,0.0047,0.0139,0.0056,0.009,0.0012,0.04
"84","District of Columbia",2013,37.5488647239936,0.1805,0.1068,0.201,0.0208,0.02,0.0103,0.0527,0.0257,0.0399,0.0579,0.0082,0.0117,0.0217,0.0056,0.0115,0.0598,0.085,3e-04,0.0056,0.014,0.0066,0.0109,0.0012,0.0423
"85","District of Columbia",2014,58.3036744190632,0.1806,0.118,0.2182,0.0206,0.0214,0.0105,0.0471,0.0215,0.0409,0.0517,0.0065,0.0128,0.0208,0.0057,0.0115,0.0534,0.0816,3e-04,0.0048,0.0132,0.0067,0.0097,0.0012,0.0411
"86","District of Columbia",2015,55.6627495767339,0.1719,0.1149,0.2618,0.0211,0.0197,0.0103,0.0267,0.022,0.0389,0.0658,0.0066,0.0131,0.0188,0.0056,0.0066,0.051,0.0729,2e-04,0.0042,0.0121,0.0053,0.0085,0.0015,0.0406
"87","District of Columbia",2016,67.084575472995,0.1697,0.1174,0.2272,0.0227,0.0175,0.0103,0.027,0.024,0.0381,0.0734,0.0083,0.0137,0.0278,0.006,0.0073,0.0552,0.0758,3e-04,0.0056,0.0148,0.0063,0.0095,0.0013,0.0409
"88","District of Columbia",2017,71.3207772106991,0.171,0.1141,0.2382,0.0221,0.0157,0.0093,0.0204,0.0217,0.0372,0.0798,0.0086,0.0127,0.0273,0.0059,0.0075,0.051,0.0823,1e-04,0.0055,0.013,0.0055,0.0097,0.0014,0.04
"89","District of Columbia",2018,21.4450640705384,0.1602,0.115,0.2143,0.0204,0.0159,0.0105,0.0208,0.0256,0.0401,0.0503,0.0087,0.0155,0.032,0.0084,0.0169,0.0586,0.0954,4e-04,0.0066,0.0154,0.0077,0.0149,0.0016,0.0447
"90","District of Columbia",2019,27.2441143144907,0.1666,0.1247,0.2136,0.0203,0.0178,0.0118,0.0228,0.0274,0.0418,0.0483,0.0072,0.016,0.0345,0.0076,0.0126,0.0548,0.086,2e-04,0.0062,0.0147,0.0065,0.0105,0.0017,0.0463
"91","Florida",2010,115.322417171558,0.1224,0.0627,0.1004,0.0201,0.0063,0.0115,0.0166,0.0218,0.0219,0.1614,0.0302,0.0095,0.0292,0.0123,0.017,0.1479,0.1034,3e-04,0.01,0.0334,0.0154,0.0238,4e-04,0.0223
"92","Florida",2011,108.621717561218,0.1319,0.0678,0.102,0.021,0.0058,0.0109,0.0142,0.0205,0.0189,0.1754,0.0277,0.0098,0.0257,0.011,0.0162,0.1384,0.1051,4e-04,0.008,0.0275,0.0155,0.0242,4e-04,0.0217
"93","Florida",2012,127.259738718848,0.1209,0.0706,0.1073,0.0231,0.0067,0.0095,0.0187,0.0286,0.0207,0.1514,0.0261,0.0108,0.0314,0.0122,0.0198,0.1279,0.1058,4e-04,0.0082,0.0306,0.0184,0.0271,6e-04,0.0231
"94","Florida",2013,104.642272157415,0.1128,0.0622,0.0806,0.0197,0.0055,0.0097,0.0184,0.0257,0.0238,0.1173,0.0222,0.0101,0.053,0.0142,0.0271,0.1507,0.1174,6e-04,0.0124,0.0329,0.0196,0.0346,7e-04,0.0285
"95","Florida",2014,112.020434279421,0.1065,0.0603,0.0859,0.0198,0.0067,0.011,0.0149,0.0245,0.0238,0.1208,0.0239,0.0103,0.0553,0.0165,0.0339,0.1423,0.1133,7e-04,0.0131,0.0335,0.0198,0.0364,7e-04,0.026
